Username,Review Date,Visit Date,Business,Review Title,Review Text,Rating
KTS s,"May 27, 2018",May 2018,Clochard,Fine dining inThessaloniki,"We visited here on the recommendations on Trip Advisor and had a lovely meal. A short walk away from the main square and front, we found this quite easily. Modern setting, nicely presented. Small/medium sized restaurant, busy when we visited which gave a good feel-...More",4.0
vinoperson1,"May 20, 2018",May 2018,Clochard,"Fine, fine dinning","We are here with a large group (usually) a problem for restaurants. Not here! Outstanding service and fabulous wine list. Reasonably priced, I add. My duck breast was cooked as requested, very rare. The dessert was delicious and abundant. Rather refined all said.",5.0
Judgelew,"May 5, 2018",May 2018,Clochard,Fine dining in Thesaloniki,"We ate here twice, once with 3 friends. Service excellent. Food interesting, very tasty, and well presented.",5.0
Mohi19,"May 5, 2018",May 2018,Clochard,Decent restaurant but overpriced for the quality of food,"Nice atmosphere,good service with polite staff but sadly the food was very average . Have eaten at several similar restaurants in Thessaloniki where the quality of food was much better .",3.0
Katerina_MC,"April 2, 2018",March 2018,Clochard,A perfect dinner!,"A fine restaurant in the heart of Thessaloniki. The service was excellent! The plates were very tasty and well cooked, Mediterranean cuisine with a twist. The wine list was very rewarding. And most important, smoking is not allowed! I strongly recommend it!",5.0
Ioannis V,"April 1, 2018",December 2017,Clochard,Food at its best!,This was the best dinner ever. The service was exceptional in an exceptionally cozy environment! Highly recommend!!!,5.0
Chrysis20,"March 3, 2018",March 2018,Clochard,Authentic Restaurant,"Excellent food. Great wine list. Mediterranean cuisine at its best ! Hospitality, service the real Greek ""Philoxenia"" !",5.0
Andreas X,"February 10, 2018",February 2018,Clochard,Clochard,"Such a great place. Good food, lovely waiting staff, great atmosphere. You will love it!!!!! The best choice for brilliant and we'll cooked food",5.0
NikosM1661,"February 10, 2018",December 2017,Clochard,We ‘ll be back!,We visited Clochard for a family dinner. Everything we tried was excellent. The service was exquisite and the atmosphere simple and elegant. We ll be back!,5.0
GeorgeEnvi,"February 2, 2018",January 2018,Clochard,Unique food experience!,"We visited last January Clochard restaurant for a business dinner. First of all the careful decoraration impresses you.The combination of wooden walls and the lights make this place special. The staff was really friendly and willing to serve.We tried a rose wine from Provence area and many starters like beef tartar chicken mushroom risotto. For the mane we chose rib eye, pasta and different salads accompanied with an old greek red wine. We enjoyed a lot this dinner with my colleagues.Definitely suggest this Clochard Restaurant and looking forward to visit it again.",5.0
kara_dina,"January 19, 2018",January 2018,Clochard,"Best place for pleasure,business and every occasion.",Modern Greek cuisine...more than tasteful. Excellent food...excellent service...modern decoration....good vibes...comfortable and classy!! You have to be there!,5.0
Savvas G,"January 5, 2018",January 2018,Clochard,The best food in Thessaloniki,"Amazing delicious food, really good quality of ingredients and big variety of wines for accompanying the food. Try the ""armenovil"" ice cream as a desert . Highly recommended!!!!!!",5.0
Alex_kotsias,"December 24, 2017",December 2017,Clochard,"Lovely, interesting restaurant","Wonderful fine dining restaurant in the heart of Thessaloniki. Fantastic service - our waiter, Konstantinos, picked us out a great tasting menu of 5 courses paired with wine. They were super obliging towards us and very accommodating with our requests. The quality of the food...More",5.0
martinaf259,"November 10, 2017",November 2017,Clochard,Amazing,This is one of the best restaurants in Thessaloniki. Service is great and food is delicious. If you are looking for something fancier you should definitely go there.,5.0
jennypapadimitriou,"October 21, 2017",September 2017,Clochard,Great food and good service!,We had a business dinner at Clochard. I had the foi gras for starter and then the duck. The food was delicious. The service was attending and high quality. Defiantly a recommendation for a fine dinning option in Thessaloniki.,5.0
sapountzisk,"October 17, 2017",October 2017,Clochard,a marvelous dinner,"Beautiful place, great food, exquisite service! a dining experience that can satisfy even the most demanding person. I propose it unreservedly!",5.0
Y8262UVgeorgek,"October 7, 2017",October 2017,Clochard,Extraordinary tastes!!!!,"We came with my girlfriend to dine and had the veal tartar, a salad and the châteaubriand for 2. Very friendly and peaceful environment and service. The relation between price and quality is really fair for a restaurant of this value. I would definitely visit...More",5.0
costass874,"October 1, 2017",October 2017,Clochard,A great restaurant,"Arguably the best restaurant in Thessaloniki- I have been a patron of many years and was never dissatisfied- the food is first rate , the service impeccable, the ambiance elegant and stylish . I agree with the comments of another reviewer that "" if trip...More",5.0
Panagiotis C,"September 19, 2017",September 2017,Clochard,Probably the best restaurant in Thessaloniki,An amazing atmosphere with great staff. The food was simply great in combination with the wine from their rich range. Do not miss the chance to try the chocolate ball. One last thing. No one smoked inside the restaurant.,5.0
16R25D,"September 19, 2017",September 2017,Clochard,Refined dining,"We saw the sleek, attractive dining space of Clochard as we wandered around the alluring, fashionable back streets of downtown Thessaloniki and after reading the menu and some reviews, decided to have our last night there. Very glad we did, as the excellent service, tasty...More",4.0
aths2016,"September 15, 2017",September 2017,Clochard,Institution,Has been around for 40 years or so... The quality of the food is very consistent. Great wine list. The owners will look after you as they are very hospitable!,5.0
N7844IA_,"August 12, 2017",October 2016,Clochard,Nothing special,"A small dark place where many people smoke......iIt was recommended to us by the hotel. Dont expect somethimg special. Everything is mediocre . food , service , desserts. Nothinf memorable",3.0
simonelZ7258JQ,"May 26, 2017",March 2017,Clochard,Fancy and charming restaurant in the heart of Salonicco,I had a wonderful dinner at Clochard. Great seafood in a really good looking restaurant. Interesting menù and also good wine list. With a little improvement can really become an absolutely must-go place in Thessaloniki.,4.0
froggychap,"May 25, 2017",May 2017,Clochard,Best restaurant we tried in town,"our last meal and best meal - not the cheapest, but worth what we paid. The service was immaculate, the only restaurant that did not put multiple dishes on the table but spaced out each one so we could enjoy as well as enjoy the fantastic Santorini wine. The rockfish tartare was amazing, vine leaves were great and for us amazingly the fish was cod which was superb. The wine was an Assyrtiko de Mylos Vieilles Vignes 2015 - so good we had 2 bottles",5.0
GeorgeC1725,"May 17, 2017",December 2016,Clochard,Top notch restaurant.,"The atmosphere, service and food quality is top notch. Take your girl and she will love you forever. Highly recommended.",5.0
